Character,Dialogue,Season,Episode
Monica,oh no two days you must be bummed,4,16
Ross,yeah shes got to go back to london but you know what ive,4,16
Joey,hey thats what all my relationships are like,4,16
Chandler,yes but in rosss case they both know in two weeks,4,16
Ross,pheebs,4,16
Ross,starts rubbing her belly hello hello,4,16
Phoebe,angered by the rubbing yes i know i know yeah so the baby is,4,16
Chandler,maybe thats because soyburgers suck,4,16
Phoebe,being pregnant is tough on your tummy,4,16
Joey,hey but at least you got that cool pregnant lady glow,4,16
Phoebe,thats sweat you throw up all morning youll have that glow,4,16
Rachel,oh heres that trenchcoat that you wanted,4,16
Rachel,yeah,4,16
Rachel,stopping him oh nono nono they dont want you to put your,4,16
Rachel,well thats because of a lot ofshe imitates someone picking,4,16
Rachel,i know,4,16
Rachel,oh,4,16
Rachel,well congratulations so do you love her,4,16
Rachel,huh well uh thats uh thats interesting she goes over,4,16
Rachel,oh its just an antitheft device,4,16
Rachel,you need that you need that too cause obviously a thief could,4,16
Rachel,oops sorry listen wewe have to have a party tonight actually we,4,16
Chandler,what are you talking about,4,16
Joey,yeah what going on,4,16
Rachel,we have to have a surprise bon voyage party for emily but its,4,16
Ross,well as much as id like to meet josh and warn him emily and i,4,16
Joey,awwww,4,16
Rachel,surprise,4,16
Rachel,well it was all rosss idea,4,16
Ross,you really didnt know,4,16
Chandler,why are you in here if joshua is all the way over there points to,4,16
Rachel,uhh because im trying to play hard to get oh quick hes,4,16
Chandler,like what,4,16
Joey,whatwhatwhat is so funny,4,16
Chandler,i said like what,4,16
Joey,now thats a thinker,4,16
Rachel,okay yknow what yknow what this playing hard to get thing,4,16
Rachel,care for a cherry,4,16
Rachel,no yknow i can tie one of these into a knot using just my,4,16
Ross,interrupting monica and emily so we should probably get going soon,4,16
Ross,yeah but wewe have to be at the four seasons for drinks in 15,4,16
Ross,nonono no umm actually american surprise parties areareare very,4,16
Ross,monica said that did she he squeezes monicas knee really hardly,4,16
Phoebe,ooh yeah then what are you going to put on top of that,4,16
Joey,a little salami,4,16
Phoebe,ooh yeah then umm what goes on top of the salami,4,16
Joey,pastrami,4,16
Phoebe,oooh yeah youre a genius,4,16
Rachel,oh could somebody give me a hand with this zipper,4,16
Joey,yeah he goes over to her,4,16
Rachel,up,4,16
Monica,you changed,4,16
Rachel,yeah i did i needed my lucky dress,4,16
Monica,and lucky means more cleavage,4,16
Chandler,does for me,4,16
Rachel,ohh god look at him hes so cute i wanna go over there grab,4,16
Joey,oh i know how you can get him take off your bra,4,16
Rachel,what,4,16
Joey,there was a seen in footloose,4,16
Chandler,flashdance,4,16
Joey,yeahyeah yeah with thatthat uh plumber girl,4,16
Chandler,she was a welder,4,16
Joey,what were you like in the movie or anyway she takes off,4,16
Monica,or if you want to kiss him umm you could use mistletoe,4,16
Rachel,its not christmas,4,16
Monica,or spin the bottle,4,16
Rachel,hes not 11,4,16
Rachel,what youre leaving,4,16
Ross,yes we have something we have to get to,4,16
Rachel,no you guys cant leave yet you have to stay wewe got the whole,4,16
Ross,what big thing,4,16
Rachel,spinning the bottle so spin the bottle works like this i spin the,4,16
Joey,welcome to america they both kiss,4,16
Monica,two in a row youve got to use your tongues now they kiss,4,16
Rachel,yay emily,4,16
Chandler,what are the odds what are the odds,4,16
Ross,stopping them okay thatthats enough yknow lets,4,16
Joey,if you didnt want to play why did you come to the party,4,16
Rachel,okay my turn,4,16
Phoebe,oh my god the baby just kicked,4,16
Rachel,its okay its okay it kicked once itll kick again,4,16
Rachel,all right well everybody just remember where they were sitting,4,16
Rachel,just a bug,4,16
Phoebe,yknow it doesnt matter how much im craving it,4,16
Chandler,okay,4,16
Chandler,theres a phoebe on my sandwich he walks away giving the,4,16
Joey,phoebe whatwhat are you doing,4,16
Phoebe,i cant help it i need the meat the baby needs the meat,4,16
Joey,all right look yknow howyknow how when youre dating,4,16
Phoebe,yeah totally,4,16
Joey,all right okay well this is the same kind of deal if youre going,4,16
Joey,feel better now,4,16
Phoebe,yeah but at what cost six more months three meals a day im,4,16
Joey,hey what if i said i could even things out for ya meatwise,4,16
Phoebe,what,4,16
Joey,well i eat a lot of meat right,4,16
Phoebe,yeah,4,16
Joey,well suppose until the babys born i laid off it no extra animals,4,16
Phoebe,joey i cant believe you would do that for me,4,16
Joey,absolutely i could be a vegetarian theres no meat in beer right,4,16
Ross,okay we could still make dinner if we skipped the appetisers and asked,4,16
Monica,oh my god have you lost your mind,4,16
Rachel,nonnnno i am finally thinking clearly my lucky dress,4,16
Monica,rachelrachelrachel ii cannot i cant letpause actually,4,16
Rachel,hi,4,16
Rachel,ohh yeah well i wanted to give emily a big american goodbye,4,16
Rachel,gimme an m,4,16
Rachel,gimme an i,4,16
Rachel,gimme an l,4,16
Rachel,gimme a y,4,16
Rachel,what do you get she throws her pompoms to joey and phoebe and,4,16
Rachel,im fine im fine im just losing a tooth its no,4,16
Monica,i think youre done,4,16
Joey,okay time to take off the bra she glares at him,4,16
Joey,trying not to be obvious take the bra off,4,16
Rachel,all right come on lets go get your coat,4,16
Rachel,oh yeah real fun she makes a decision yknow this bra,4,16
Rachel,oh nonono no i got this all under control,4,16
Rachel,ughhhh forget it sits down heavily on the bed this is this is not,4,16
Rachel,can you not look at me when i say this he turns around i thought that,4,16
Rachel,well im sorry i thought you needed them,4,16
Rachel,why,4,16
Rachel,you like me,4,16
Rachel,yeah butbutbut you liked me oh my god i cant believe this all,4,16
Rachel,oh nonono dont say but nono buts never good lets,4,16
Rachel,oh now see thats a fancy but,4,16
Rachel,but,4,16
Rachel,okay,4,16
Rachel,ohh here you are i was looking for you before joshuas gone so,4,16
Ross,thats okay shes still in there enjoying her fake party and,4,16
Rachel,oh ross im sorry i completely ruined your evening,4,16
Ross,yeah,4,16
Rachel,well if it makes you feel any better i made a fool out of myself,4,16
Ross,helps a little,4,16
Rachel,is there room on that step for a pathetic loser,4,16
Ross,yeah have a seat,4,16
Rachel,im so sorry,4,16
Ross,thats okay i mean it was just twoweek thing anyway i just,4,16
Rachel,well maybe you didnt want it to end,4,16
Ross,what do you mean,4,16
Rachel,you seem to really like her,4,16
Ross,yeah i really do yeah but what am i gonna do i mean wewe both agreed,4,16
Rachel,ross that girl just spent the entire evening talking to your friends,4,16
Ross,you think,4,16
Rachel,yeah you got like 14 hours until she has to be at the airport and,4,16
Ross,hey youre right,4,16
Rachel,yeah,4,16
Ross,thanks he starts to go inside and stops what photo album was it,4,16
Rachel,i dont know it was you and a bunch of albino kids,4,16
Ross,oh my god those werent albino kids that was computer camp rach,4,16
Rachel,hey,4,16
Chandler,hey,4,16
Rachel,youre a pathetic loser right,4,16
Chandler,ohho yeah,4,16
Rachel,sit,4,16
Rachel,oh my gosh joshua,4,16
Rachel,theyre not true,4,16
Rachel,oh,4,16
Rachel,oh oh i love that but,4,16
Rachel,you wanna go inside and have some coffee,4,16
Rachel,okay joshua goes inside and to chandler every time,4,16
Joey,oooh what you got there,4,16
Phoebe,pastrami,4,16
Joey,ohhoho yeah hey yknow what goes good with that,4,16
Phoebe,hmmm corn beef,4,16
Joey,ooh i was gonna say bologna but thats much better how about a,4,16
Phoebe,okay,4,16
Joey,he starts looking longingly at the sandwich oh mama uh whenwhen is,4,16
Phoebe,six months,4,16
Joey,ugh now if a cow should die of natural causes i can have one of those,4,16
Phoebe,not if i get there first,4,16
Joey,coming in from his bedroom what is that,4,17
Chandler,treegers snaking the shower drain,4,17
Joey,maybe he found you flipflop,4,17
Chandler,hey,4,17
Joey,whoa is this porn what did i do i mustve hit something on the,4,17
Chandler,do we pay for this,4,17
Joey,no we didnt even pay our cable billmaybe this is how they,4,17
Chandler,maybe we shouldnt pay our phone billfree phone sex,4,17
Joey,maybe we shouldnt pay our gas bill stops and thinks about what he,4,17
Chandler,yeah joey just pressed something on the remote and it just came on,4,17
Chandler,like finding money with naked people on it,4,17
Joey,to chandler why would he turn off the tv chandler shrugs,4,17
Rachel,all right yknow what come on do we really have to watch this,4,17
Chandler,we dont know what could make this go away,4,17
Joey,yeah so no one touches the remote and no one touches the tv,4,17
Chandler,and no one touches the air around the tv,4,17
Joey,imagine a protective porn bubble if you will okay,4,17
Monica,well at least im going to mute it,4,17
Chandler,we still have porn,4,17
Joey,hey,4,17
Phoebe,entering carrying her massage table hi,4,17
Monica,hi,4,17
Rachel,honey what are you doing thats too heavy,4,17
Phoebe,yeah,4,17
Rachel,give it here she takes the table oh god and gives it to monica,4,17
Monica,okay,4,17
Phoebe,ohh im getting too pregnant for this lugging around a stupid,4,17
Chandler,or a job where you dont have to carry a table,4,17
Phoebe,you mean like a doctor,4,17
Joey,pheebs youre blocking the porn look out,4,17
Phoebe,ohh she moves oh my oh that reminds me i have to see my obgyn,4,17
Ross,hi,4,17
Monica,hi,4,17
Ross,so uh emily just went to the airport,4,17
Monica,oh why didnt you take her,4,17
Ross,eh herher uncle already had planned on doing it and yknow wewe,4,17
Monica,you must feel horrible hey the guys have free porn,4,17
Ross,thinks about it nah,4,17
Monica,hey cheer up youre gonna see her again right,4,17
Ross,well i thats the thing i dont know i mean whenever i,4,17
Monica,interrupting him nonono dontdont do the accent,4,17
Ross,and why do you care so much,4,17
Monica,because you could get to live out my fantasy,4,17
Ross,you had fantasies about emily,4,17
Monica,no yknow the fantasy meet someone from a strange land,4,17
Ross,is that why in junior high you were the only one that hung out with that,4,17
Monica,yeah that plus his mom used to put sour cream on everything,4,17
Ross,ahh,4,17
Monica,do you love her,4,17
Ross,we said it was only going to be two weeks yknow,4,17
Monica,you love her,4,17
Ross,whatwhat is love really,4,17
Monica,ohhh i knew you loved her then you need to go to the airport,4,17
Ross,i am a good kisser,4,17
Monica,then you two can can sneak into the cockpit and things will start to,4,17
Rachel,is that the heartbeat,4,17
Phoebe,oh my god,4,17
Rachel,oh wow this is so cool,4,17
Phoebe,why dont take care of this one and should i get pregnant again,4,17
Phoebe,three you guys were worried i wouldnt even have one,4,17
Phoebe,well yeah,4,17
Rachel,well so areare you sure that there are three,4,17
Phoebe,oh my god oh my god oh my god so ii mean so in a few months,4,17
Phoebe,what do you know,4,17
Phoebe,ooh hi,4,17
Phoebe,oh well okay hey yknow how when youre umm youre,4,17
Phoebe,okay yeah well good news youre going to have three babies,4,17
Phoebe,oh god im so glad you guys are happy i was so afraid you were,4,17
Phoebe,no no maybe cause its harder to raise them and the added,4,17
Phoebe,no back to happy back to happy,4,17
Phoebe,no you cant quit college no youre in college really,4,17
Phoebe,you cant give up on your dream,4,17
Ross,emily runs up,4,17
Ross,i just i had to see you one more time before you tookoff,4,17
Ross,thats thats thats a big candy bar shes holding,4,17
Ross,stops her wait uh listen ii i have to tell you something umm,4,17
Ross,thats no problem,4,17
Rachel,whats that song it has been in my head all day long,4,17
Chandler,its the theme from good will humping,4,17
Rachel,yknow who doesnt even like dirty movies my new boyfriend,4,17
Joey,yeah right,4,17
Rachel,no he told me he prefers to leave certain things to the imagination,4,17
Chandler,ohoh yeah and did he also say that ah some of the dialogue was,4,17
Rachel,yes,4,17
Joey,yeah he likes porn,4,17
Monica,where ya going,4,17
Rachel,im going to find out if he really thinks supermodels are too,4,17
Phoebe,hey,4,17
Joey,hey,4,17
Monica,how did it go with frank and alice,4,17
Phoebe,well frank has to quit college because his super fertile sister is,4,17
Chandler,they dont really talk to us about that kind of stuff i can get,4,17
Monica,ohh did you do what i said diddiddid you tell her,4,17
Ross,i did,4,17
Monica,and well what did she say,4,17
Ross,thank you,4,17
Monica,oh youre totally welcome whatd she say,4,17
Ross,she said thank you i said i love you and she,4,17
Chandler,whoawhoa wait a minute did you say you love her,4,17
